amount_usd,payout_method,destination_region,is_batch_payout,account_age_days,prior_successful_payouts,historical_failure_rate,days_since_last_payout,top_rated_status,mop_age_days,mop_verified,recent_bank_change_flag,bank_account_valid,bank_detail_age_days,name_match_score,name_has_special_chars,outcome
348.09,dlb_bank,SEA,1,1300,14,0.217,108,0,425,0,0,1,1002,0.804,1,FAIL_MOP
266.03,payoneer,SSA,1,988,12,0.236,151,0,1401,1,0,0,264,0.974,0,FAIL_BANK_VALIDATION
189.1,paypal,LATAM,1,1748,15,0.45,102,0,449,0,0,1,575,0.923,0,FAIL_MOP
355.24,wise,SSA,0,148,3,0.201,17,0,1434,1,0,1,814,0.974,0,SUCCESS
616.47,dlb_bank,NAM,0,1370,11,0.11,371,0,367,1,0,1,562,0.829,0,SUCCESS
259.17,thunes_wallet,EU,1,1885,18,0.033,71,1,848,1,0,1,1752,0.412,1,FAIL_NAME_MISMATCH
211.41,thunes_wallet,SSA,1,1109,9,0.055,179,0,341,1,0,1,470,0.987,0,SUCCESS
202.92,wise,SA,0,2180,24,0.181,287,1,259,1,1,1,1628,0.532,1,FAIL_NAME_MISMATCH
288.51,wise,SEA,1,318,2,0.037,355,0,255,1,0,1,236,0.821,0,SUCCESS
59.99,payoneer,SSA,1,1537,11,0.168,180,0,286,1,0,1,370,0.893,0,SUCCESS
266.58,ach,LATAM,0,660,5,0.091,333,0,1264,1,1,1,605,0.993,0,SUCCESS
132.47,dlb_bank,NAM,0,2143,23,0.054,292,1,862,1,0,1,632,0.958,0,SUCCESS
124.72,ach,SEA,1,2122,35,0.036,135,1,1267,1,0,1,1228,0.993,0,SUCCESS
748.77,dlb_bank,NAM,0,1091,11,0.187,360,0,1485,1,0,1,819,0.978,0,FAIL_AMOUNT_LIMIT
38.83,payoneer,NAM,1,693,6,0.127,180,0,161,1,0,1,1164,0.731,0,SUCCESS
161.53,wise,MENA,0,830,8,0.089,6,0,332,1,0,1,739,0.999,0,SUCCESS
142.83,thunes_wallet,SEA,0,1386,25,0.118,338,1,1202,1,0,1,1186,0.498,1,FAIL_NAME_MISMATCH
689.96,wise,SEA,1,426,4,0.044,68,0,750,1,0,1,899,0.996,0,FAIL_AMOUNT_LIMIT
95.86,dlb_bank,LATAM,0,247,5,0.024,256,0,595,1,0,1,1614,0.986,0,SUCCESS
206.13,dlb_bank,NAM,1,1312,16,0.097,341,1,1317,1,0,1,2060,0.89,0,SUCCESS
151.89,wire,NAM,1,1549,17,0.118,319,1,1491,1,1,1,1541,0.545,1,FAIL_NAME_MISMATCH
290.35,wise,SEA,0,1243,13,0.065,310,0,539,1,0,0,796,0.815,0,FAIL_BANK_VALIDATION
271.61,wire,SA,1,1334,15,0.142,27,0,973,1,1,1,795,0.946,0,SUCCESS
1068.43,thunes_wallet,EU,0,792,12,0.16,378,0,1082,1,0,1,389,0.437,1,FAIL_AMOUNT_LIMIT
202.01,ach,SEA,1,330,9,0.039,342,0,1234,0,1,1,1608,0.919,0,FAIL_MOP
719.65,wise,EU,0,1524,19,0.061,203,1,325,1,0,1,1912,0.939,0,SUCCESS
70.26,wire,EU,0,2024,22,0.178,297,1,67,1,0,0,1645,0.953,0,SUCCESS
435.71,wise,LATAM,0,446,4,0.091,347,0,1168,1,0,1,494,0.86,0,SUCCESS
272.8,dlb_bank,NAM,0,1662,17,0.042,35,1,578,1,0,1,1185,0.566,1,FAIL_NAME_MISMATCH
27.68,dlb_bank,LATAM,1,427,6,0.042,373,0,1039,1,0,0,1564,0.963,0,FAIL_BANK_VALIDATION
254.13,dlb_bank,NAM,0,1580,24,0.131,9,1,634,1,0,1,943,0.888,0,SUCCESS
278.1,dlb_bank,MENA,1,2379,25,0.261,292,1,336,1,0,1,1012,0.971,0,SUCCESS
994.79,payoneer,LATAM,1,826,9,0.064,49,0,466,1,0,1,694,0.981,0,FAIL_AMOUNT_LIMIT
180.14,wise,SEA,0,32,0,0.138,74,0,271,1,1,1,2028,0.991,0,SUCCESS
485.53,ach,SEA,1,168,2,0.07,119,0,1313,1,0,1,94,0.981,0,SUCCESS
555.77,dlb_bank,EU,0,1820,19,0.059,91,1,1354,1,1,1,907,0.682,1,SUCCESS
170.17,ach,EU,0,389,2,0.116,71,0,844,1,0,1,1297,0.933,0,SUCCESS
89.48,dlb_bank,SA,1,1967,15,0.161,315,0,1247,1,0,1,238,0.937,0,SUCCESS
186.3,dlb_bank,LATAM,0,528,4,0.109,188,0,585,1,1,1,839,0.794,0,FAIL_BANK_VALIDATION
235.97,wise,NAM,1,621,8,0.214,183,0,448,1,0,1,1466,0.994,0,SUCCESS
781.06,dlb_bank,NAM,1,1967,20,0.078,189,1,85,1,0,1,264,0.989,0,FAIL_AMOUNT_LIMIT
653.17,wise,SA,1,1257,11,0.097,4,0,1391,1,0,1,868,0.477,1,FAIL_NAME_MISMATCH
144.1,paypal,LATAM,1,141,0,0.15,89,0,587,1,0,1,1404,0.44,1,FAIL_NAME_MISMATCH
594.22,dlb_bank,NAM,1,153,4,0.035,270,0,761,1,0,1,843,0.964,0,FAIL_AMOUNT_LIMIT
220.71,dlb_bank,LATAM,1,407,5,0.144,272,0,292,1,0,1,1705,0.558,0,FAIL_NAME_MISMATCH
359.56,dlb_bank,LATAM,1,69,2,0.29,340,0,642,1,0,1,396,0.98,0,SUCCESS
321.69,paypal,LATAM,1,552,8,0.215,262,0,333,1,0,1,1396,0.885,0,FAIL_MOP
185.9,dlb_bank,SA,1,426,7,0.154,398,0,823,1,0,1,702,0.866,0,SUCCESS
162.73,thunes_wallet,SA,1,1738,20,0.087,314,1,856,1,0,1,528,0.969,0,SUCCESS
103.39,ach,NAM,0,35,0,0.234,34,0,578,1,0,1,309,0.899,0,SUCCESS
163.75,wise,NAM,0,201,1,0.028,127,0,361,0,1,1,1257,0.983,0,FAIL_MOP
687.16,dlb_bank,EU,1,1676,11,0.086,14,0,457,1,0,0,1389,0.995,0,FAIL_BANK_VALIDATION
279.36,dlb_bank,SEA,1,1523,25,0.08,246,1,1464,1,0,0,2029,0.897,0,FAIL_BANK_VALIDATION
192.5,ach,SSA,1,2038,22,0.045,210,1,1022,1,0,1,2063,0.972,0,SUCCESS
417.51,dlb_bank,MENA,0,184,2,0.17,213,0,1279,1,1,0,310,0.978,0,FAIL_BANK_VALIDATION
251.92,ach,LATAM,0,1074,14,0.045,318,0,224,0,0,1,2198,0.809,0,FAIL_MOP
377.52,dlb_bank,NAM,1,174,4,0.05,70,0,224,1,0,1,1237,0.896,0,FAIL_BANK_VALIDATION
596.83,dlb_bank,SEA,0,814,13,0.034,301,0,293,1,0,1,131,0.934,0,SUCCESS
697.04,paypal,NAM,0,2291,29,0.198,336,1,62,1,0,1,143,0.902,0,SUCCESS
651.47,payoneer,MENA,1,1706,20,0.039,298,1,810,1,0,1,1972,0.118,1,FAIL_NAME_MISMATCH
515.39,wise,NAM,1,469,5,0.092,333,0,212,1,0,1,1571,0.974,0,FAIL_MOP
319.0,payoneer,LATAM,1,241,5,0.171,365,0,1094,1,0,1,1243,0.343,1,FAIL_NAME_MISMATCH
566.98,dlb_bank,SA,1,1172,9,0.194,49,0,1276,0,0,1,1203,0.775,1,FAIL_MOP
389.04,ach,LATAM,0,1417,20,0.137,134,1,501,1,0,0,1383,0.954,0,SUCCESS
821.49,thunes_wallet,NAM,1,764,13,0.151,263,0,1220,1,0,1,134,0.813,0,FAIL_AMOUNT_LIMIT
242.63,wire,LATAM,0,190,2,0.114,301,0,1070,0,0,1,98,0.758,0,FAIL_MOP
107.36,thunes_wallet,SSA,0,1613,18,0.036,308,1,570,1,0,1,1788,0.965,0,SUCCESS
79.52,thunes_wallet,NAM,0,791,10,0.162,290,0,1414,1,0,1,1409,0.781,0,SUCCESS
270.08,paypal,EU,1,1877,17,0.114,220,1,154,0,0,0,1153,0.891,0,FAIL_MOP
102.77,thunes_wallet,NAM,0,1843,19,0.116,34,1,1279,0,0,1,530,0.936,0,SUCCESS
174.78,dlb_bank,LATAM,1,1235,13,0.077,200,0,491,1,0,0,1623,0.978,0,FAIL_BANK_VALIDATION
81.94,payoneer,EU,1,1453,14,0.077,270,0,357,0,0,1,489,0.76,0,FAIL_MOP
649.19,dlb_bank,LATAM,1,1180,16,0.08,10,1,1254,1,0,0,197,0.459,1,FAIL_NAME_MISMATCH
76.12,payoneer,EU,1,627,7,0.189,124,0,1488,1,1,1,906,0.989,0,FAIL_BANK_VALIDATION
728.53,wire,SSA,0,341,4,0.195,8,0,760,1,0,1,1230,0.813,0,FAIL_AMOUNT_LIMIT
47.17,payoneer,NAM,0,763,8,0.061,76,0,1262,1,0,0,358,0.747,0,SUCCESS
144.77,paypal,SA,0,2240,32,0.087,309,1,40,1,1,1,911,0.659,0,SUCCESS
75.22,wise,SA,1,658,6,0.251,354,0,676,1,0,1,1860,0.91,0,FAIL_BANK_VALIDATION
167.45,dlb_bank,LATAM,1,1353,9,0.147,284,0,95,1,0,1,2024,0.973,0,SUCCESS
489.28,dlb_bank,LATAM,1,609,4,0.17,81,0,139,1,0,1,648,0.964,0,FAIL_MOP
380.64,dlb_bank,SEA,1,547,7,0.118,253,0,943,1,0,1,446,0.986,0,FAIL_MOP
147.33,dlb_bank,EU,1,1301,21,0.071,383,1,1087,1,1,1,597,0.953,0,SUCCESS
334.5,dlb_bank,SEA,1,612,7,0.023,326,0,851,1,0,1,540,0.929,0,SUCCESS
38.71,wise,EU,0,413,6,0.015,323,0,779,1,0,1,719,0.646,0,SUCCESS
176.57,payoneer,MENA,0,1692,17,0.068,352,1,958,1,0,1,1493,0.811,0,SUCCESS
209.83,payoneer,EU,1,1359,12,0.067,294,0,1240,1,1,0,960,0.595,1,FAIL_NAME_MISMATCH
106.21,paypal,SSA,1,149,2,0.058,386,0,978,1,0,0,821,0.836,0,FAIL_BANK_VALIDATION
394.9,payoneer,SA,1,113,1,0.129,184,0,1457,1,1,1,1152,0.983,0,FAIL_MOP
301.75,paypal,NAM,1,1912,28,0.044,141,1,1426,1,0,1,1495,0.976,0,SUCCESS
656.73,payoneer,SEA,1,654,8,0.209,298,0,1020,1,0,0,1043,0.908,0,FAIL_BANK_VALIDATION
74.05,wise,LATAM,0,660,12,0.136,298,0,90,1,0,1,1201,0.841,0,SUCCESS
325.12,wise,EU,0,463,9,0.045,72,0,29,1,0,1,474,0.996,0,SUCCESS
214.22,dlb_bank,EU,0,2230,15,0.093,88,0,954,0,0,1,242,0.84,0,SUCCESS
233.21,dlb_bank,NAM,1,1342,12,0.252,11,0,875,1,1,1,779,0.689,0,SUCCESS
188.22,paypal,EU,1,1078,10,0.096,227,0,448,1,0,1,83,0.952,0,SUCCESS
162.72,dlb_bank,SSA,0,318,5,0.212,239,0,759,1,0,1,280,0.975,0,SUCCESS
130.81,ach,NAM,1,1594,22,0.048,347,1,317,1,0,1,1273,0.638,1,SUCCESS
363.31,wise,SSA,1,47,0,0.15,19,0,1127,1,0,1,1884,0.819,0,FAIL_BANK_VALIDATION
228.82,dlb_bank,SA,1,143,0,0.1,178,0,308,1,0,0,1044,0.932,0,FAIL_BANK_VALIDATION
803.01,paypal,SA,0,2304,25,0.17,320,1,281,1,0,1,924,0.994,0,SUCCESS
612.98,payoneer,SEA,1,375,3,0.147,311,0,483,1,0,1,472,0.735,0,FAIL_AMOUNT_LIMIT
221.66,wire,SEA,0,175,2,0.049,216,0,754,0,0,1,2168,0.811,0,FAIL_MOP
312.82,thunes_wallet,NAM,1,1045,11,0.206,161,0,182,1,0,0,735,0.423,1,FAIL_NAME_MISMATCH
497.76,ach,SA,1,552,6,0.056,346,0,946,1,0,1,751,0.923,0,SUCCESS
248.8,thunes_wallet,NAM,0,1561,18,0.061,83,1,989,1,0,1,2145,0.981,0,SUCCESS
262.17,dlb_bank,SEA,0,1456,23,0.05,274,1,322,1,0,1,55,0.703,0,SUCCESS
420.79,wise,SEA,0,2059,25,0.01,148,1,585,1,0,1,1693,0.962,0,SUCCESS
185.28,payoneer,SSA,1,1039,8,0.012,208,0,1130,1,0,1,1652,0.719,0,SUCCESS
156.09,ach,LATAM,0,1326,16,0.246,120,1,1023,1,0,1,2056,0.974,0,SUCCESS
235.04,paypal,NAM,0,1917,23,0.117,148,1,338,1,0,1,1109,0.842,0,SUCCESS
296.26,ach,LATAM,1,1631,19,0.123,255,1,855,0,0,1,1421,0.785,0,FAIL_MOP
820.06,thunes_wallet,EU,1,64,0,0.238,156,0,740,1,0,1,595,0.958,0,FAIL_AMOUNT_LIMIT
315.7,wise,NAM,0,1540,18,0.157,275,1,1275,1,1,1,1500,0.791,0,SUCCESS
31.65,thunes_wallet,NAM,0,664,5,0.061,330,0,331,1,0,1,1739,0.924,0,SUCCESS
125.49,ach,SEA,1,1795,27,0.174,78,1,347,1,0,1,954,0.907,0,SUCCESS
107.49,wise,SA,1,398,4,0.181,101,0,69,1,0,1,1648,0.998,0,FAIL_MOP
189.62,dlb_bank,NAM,1,1834,26,0.064,228,1,1077,1,0,1,1035,0.943,0,SUCCESS
740.69,wise,NAM,0,560,4,0.013,89,0,77,1,0,1,1084,0.854,0,FAIL_AMOUNT_LIMIT
90.9,payoneer,EU,1,479,5,0.052,225,0,1209,0,0,0,1531,0.96,0,FAIL_MOP
327.22,paypal,NAM,1,639,11,0.244,258,0,1381,1,0,1,1265,0.489,1,FAIL_NAME_MISMATCH
488.7,wire,NAM,1,1356,16,0.132,59,1,996,1,0,1,1325,0.967,0,SUCCESS
56.15,payoneer,SSA,0,480,6,0.304,50,0,1454,0,0,1,1182,0.937,0,FAIL_MOP
248.94,paypal,LATAM,1,241,2,0.045,351,0,875,1,0,1,514,0.788,0,SUCCESS
469.67,paypal,LATAM,1,847,8,0.297,109,0,369,0,1,1,1471,0.911,0,FAIL_MOP
336.68,paypal,NAM,1,1029,15,0.078,381,0,771,1,0,1,1905,0.87,0,SUCCESS
465.9,thunes_wallet,SSA,0,966,9,0.039,257,0,238,1,0,1,524,0.877,0,SUCCESS
199.95,wire,EU,1,2082,24,0.072,225,1,1264,1,0,1,1303,0.859,0,SUCCESS
525.92,ach,EU,1,1353,12,0.068,184,0,838,1,1,1,1608,0.951,0,SUCCESS
658.8,dlb_bank,LATAM,0,1770,29,0.036,354,1,208,1,0,1,2185,0.706,0,SUCCESS
579.8,dlb_bank,SA,1,521,4,0.1,286,0,41,1,0,1,1747,0.87,0,FAIL_BANK_VALIDATION
220.97,wire,EU,1,1467,16,0.126,364,1,167,1,1,1,284,0.938,0,SUCCESS
158.84,payoneer,MENA,0,66,3,0.198,54,0,720,0,0,1,2112,0.637,1,FAIL_NAME_MISMATCH
574.35,dlb_bank,EU,1,2211,25,0.068,195,1,1084,1,0,1,26,0.985,0,SUCCESS
314.78,ach,SEA,0,1055,17,0.052,153,1,368,1,0,1,302,0.706,1,SUCCESS
355.04,dlb_bank,EU,1,11,1,0.125,43,0,95,0,0,1,929,0.972,0,FAIL_MOP
706.33,thunes_wallet,LATAM,1,1549,18,0.236,260,1,1088,1,0,1,413,0.986,0,SUCCESS
492.35,wise,SEA,1,1263,10,0.045,0,0,688,1,0,1,1229,0.918,0,SUCCESS
374.5,dlb_bank,SSA,1,896,8,0.05,291,0,402,1,0,1,553,0.846,0,SUCCESS
674.63,dlb_bank,NAM,1,2293,23,0.32,49,1,498,0,0,1,326,0.953,0,FAIL_MOP
416.92,dlb_bank,NAM,1,2275,21,0.091,50,1,430,1,0,1,601,0.915,0,SUCCESS
234.46,wise,SA,0,38,0,0.169,262,0,518,1,0,1,109,0.922,0,SUCCESS
996.78,dlb_bank,NAM,1,1243,13,0.012,341,0,910,1,0,1,1463,0.841,0,FAIL_AMOUNT_LIMIT
489.6,payoneer,EU,0,55,2,0.244,389,0,332,1,0,1,868,0.82,0,SUCCESS
386.76,wise,SA,1,349,7,0.085,302,0,752,1,0,1,567,0.98,0,SUCCESS
429.29,paypal,NAM,1,2063,24,0.018,295,1,1011,1,0,1,1646,0.974,0,SUCCESS
122.6,ach,NAM,1,899,8,0.135,197,0,931,1,0,1,397,0.943,0,SUCCESS
429.2,ach,NAM,1,369,5,0.09,264,0,623,1,0,0,156,0.656,1,FAIL_BANK_VALIDATION
291.28,payoneer,NAM,1,15,1,0.15,392,0,1332,1,0,1,2172,0.791,0,FAIL_BANK_VALIDATION
65.87,paypal,LATAM,1,2219,18,0.115,27,1,397,0,0,1,1461,0.961,0,FAIL_MOP
457.34,dlb_bank,SSA,1,1895,20,0.073,51,1,632,1,0,1,1566,0.631,0,SUCCESS
110.03,wire,EU,1,991,9,0.047,92,0,1104,1,0,1,1362,0.901,0,SUCCESS
321.46,thunes_wallet,NAM,1,2355,20,0.131,124,1,221,1,0,1,1039,0.953,0,SUCCESS
288.31,thunes_wallet,SEA,0,25,0,0.138,86,0,1401,1,0,1,851,0.935,0,SUCCESS
559.71,payoneer,SEA,0,322,1,0.297,239,0,603,1,1,1,657,0.967,0,FAIL_AMOUNT_LIMIT
202.01,dlb_bank,LATAM,1,539,7,0.104,6,0,980,1,0,1,365,0.804,0,SUCCESS
616.29,wise,NAM,1,1708,18,0.067,379,1,1487,1,0,0,1535,0.914,0,SUCCESS
378.29,dlb_bank,LATAM,1,537,6,0.08,75,0,84,1,0,1,1655,0.978,0,FAIL_BANK_VALIDATION
386.36,ach,SSA,0,1929,19,0.268,376,1,240,1,0,1,1235,0.614,1,FAIL_NAME_MISMATCH
819.41,thunes_wallet,LATAM,1,1460,17,0.235,161,1,112,1,0,1,1040,0.668,1,FAIL_AMOUNT_LIMIT
270.63,dlb_bank,SEA,0,2298,20,0.086,351,1,538,1,0,1,1141,0.919,0,SUCCESS
806.0,wire,EU,0,1993,23,0.126,21,1,88,1,0,1,384,0.777,0,FAIL_AMOUNT_LIMIT
72.73,thunes_wallet,LATAM,0,1986,24,0.003,371,1,202,1,0,1,1349,0.607,1,FAIL_NAME_MISMATCH
161.48,payoneer,NAM,1,1948,20,0.088,114,1,1068,1,0,0,1619,0.932,0,FAIL_BANK_VALIDATION
203.86,paypal,LATAM,0,221,1,0.052,82,0,216,1,0,0,1524,0.878,0,FAIL_BANK_VALIDATION
53.17,payoneer,SEA,0,1947,9,0.087,73,0,673,1,0,1,199,1.0,0,SUCCESS
260.46,wise,MENA,0,2178,26,0.01,207,1,694,1,0,1,2003,0.643,1,SUCCESS
436.08,dlb_bank,EU,0,836,5,0.131,176,0,457,1,0,1,1934,0.947,0,SUCCESS
63.65,dlb_bank,SA,1,375,6,0.166,72,0,1495,0,0,1,705,0.598,1,FAIL_NAME_MISMATCH
347.99,payoneer,MENA,0,18,0,0.145,139,0,9,1,0,1,696,0.84,0,FAIL_MOP
389.9,dlb_bank,LATAM,0,2018,12,0.106,329,0,735,1,0,1,456,0.854,0,SUCCESS
170.56,wise,EU,1,1474,13,0.156,150,0,571,1,0,1,303,0.913,0,SUCCESS
384.15,ach,SEA,1,1625,17,0.0,170,1,563,1,0,1,1800,0.882,0,SUCCESS
168.39,ach,NAM,0,1692,17,0.238,266,1,432,1,0,1,1526,0.784,0,SUCCESS
44.6,paypal,SSA,1,1999,21,0.037,127,1,966,0,0,1,926,0.939,0,SUCCESS
209.74,dlb_bank,MENA,1,1615,19,0.102,120,1,248,1,0,1,311,0.734,1,SUCCESS
344.01,wire,LATAM,1,1865,26,0.051,311,1,257,1,0,1,1425,0.798,0,SUCCESS
362.66,dlb_bank,SEA,0,1983,29,0.034,92,1,588,1,0,1,191,0.996,0,SUCCESS
69.33,ach,LATAM,0,1048,17,0.056,187,1,734,1,0,1,726,0.88,0,SUCCESS
152.46,payoneer,LATAM,1,1741,30,0.02,353,1,120,1,0,1,1185,0.913,0,SUCCESS
284.86,wire,EU,0,143,5,0.08,256,0,606,1,0,1,1620,0.933,0,SUCCESS
650.53,wire,SA,0,1692,22,0.078,115,1,1166,1,0,1,1078,0.845,0,SUCCESS
64.77,thunes_wallet,EU,0,1523,19,0.182,207,1,72,1,0,1,1830,0.883,0,SUCCESS
525.66,wise,MENA,1,2149,20,0.072,261,1,575,0,0,1,33,0.953,0,FAIL_MOP
430.54,ach,EU,1,2044,29,0.052,146,1,1387,1,0,1,2025,0.931,0,SUCCESS
188.1,wise,SA,1,1354,23,0.011,8,1,218,1,0,1,1775,0.938,0,SUCCESS
373.42,wise,SA,1,65,0,0.167,344,0,1076,1,0,1,177,0.768,0,FAIL_MOP
598.56,thunes_wallet,NAM,0,557,10,0.054,1,0,204,1,0,1,324,0.93,0,SUCCESS
283.58,dlb_bank,SA,1,2380,27,0.094,67,1,621,1,0,1,1634,0.699,0,SUCCESS
120.01,wise,SSA,0,1325,11,0.09,309,0,454,1,0,1,694,0.98,0,SUCCESS
218.31,dlb_bank,NAM,1,1999,15,0.265,133,0,1433,1,0,1,1358,0.994,0,SUCCESS
584.54,wise,LATAM,0,2036,26,0.144,262,1,1211,1,0,1,137,0.492,1,FAIL_NAME_MISMATCH
627.98,ach,NAM,1,928,9,0.121,100,0,389,1,0,1,554,0.468,1,FAIL_NAME_MISMATCH
1267.74,ach,LATAM,1,1255,12,0.053,305,0,1251,1,0,1,2199,0.908,0,FAIL_AMOUNT_LIMIT
583.95,wire,NAM,1,1640,21,0.033,133,1,1422,1,0,1,792,0.976,0,SUCCESS
459.67,payoneer,EU,1,1502,21,0.047,306,1,1078,1,0,1,620,0.469,1,FAIL_NAME_MISMATCH
313.27,payoneer,EU,0,169,2,0.064,308,0,1171,1,0,1,2063,0.747,0,SUCCESS
304.61,wise,SSA,0,1721,16,0.07,113,1,1470,1,0,1,1301,0.734,0,SUCCESS
204.22,ach,SEA,1,198,4,0.045,342,0,1280,0,0,1,1934,0.586,1,FAIL_NAME_MISMATCH
95.89,dlb_bank,SA,1,165,1,0.187,151,0,586,1,1,1,1700,0.741,1,FAIL_BANK_VALIDATION
196.17,dlb_bank,EU,0,2229,29,0.199,69,1,28,1,0,0,1326,0.799,0,FAIL_BANK_VALIDATION
448.78,dlb_bank,LATAM,1,1343,18,0.145,115,1,1071,1,0,1,1585,0.602,0,SUCCESS
387.21,wise,NAM,0,607,9,0.099,221,0,1174,1,0,1,1347,0.954,0,SUCCESS
244.27,dlb_bank,EU,0,221,1,0.119,53,0,666,1,0,1,1227,0.713,1,FAIL_NAME_MISMATCH
1184.91,payoneer,SA,0,1481,18,0.121,165,1,1168,1,0,1,1118,0.983,0,FAIL_AMOUNT_LIMIT
458.36,dlb_bank,NAM,0,716,3,0.136,36,0,836,0,0,1,1523,0.968,0,FAIL_MOP
152.39,payoneer,SEA,1,1715,17,0.121,206,1,1486,1,0,1,251,0.984,0,SUCCESS
55.01,thunes_wallet,SSA,0,1882,20,0.057,384,1,417,1,1,0,1153,0.72,0,FAIL_BANK_VALIDATION
375.54,payoneer,EU,1,2197,21,0.097,121,1,1044,1,0,1,481,0.888,0,SUCCESS
145.58,payoneer,SEA,0,2132,22,0.075,256,1,826,1,1,1,85,0.942,0,SUCCESS
240.6,paypal,EU,1,2025,29,0.201,81,1,765,1,0,0,1775,0.938,0,FAIL_BANK_VALIDATION
238.11,wise,SEA,1,474,7,0.042,169,0,1230,1,1,1,13,0.696,0,FAIL_MOP
250.63,thunes_wallet,NAM,1,543,9,0.249,213,0,240,1,0,1,1036,0.959,0,FAIL_MOP
197.01,dlb_bank,NAM,1,1432,14,0.28,159,0,872,1,0,1,1989,0.896,0,SUCCESS
312.29,thunes_wallet,MENA,0,1507,16,0.049,288,1,896,1,0,0,2103,0.914,0,FAIL_BANK_VALIDATION
114.38,dlb_bank,LATAM,0,202,1,0.095,9,0,43,1,0,1,20,0.998,0,SUCCESS
45.12,wire,NAM,1,1194,8,0.188,225,0,464,1,0,0,1911,0.679,0,FAIL_BANK_VALIDATION
547.38,ach,LATAM,0,1805,23,0.147,58,1,1379,1,0,1,655,0.809,0,SUCCESS
283.16,dlb_bank,EU,0,2066,30,0.181,86,1,951,1,1,1,1494,0.869,0,SUCCESS
121.04,dlb_bank,LATAM,0,676,5,0.022,226,0,90,1,0,1,292,0.916,0,SUCCESS
740.42,wise,MENA,1,1139,13,0.231,276,0,1342,1,0,0,1776,0.965,0,FAIL_BANK_VALIDATION
406.26,thunes_wallet,SEA,0,529,4,0.131,217,0,970,1,0,0,1231,0.317,1,FAIL_NAME_MISMATCH
367.28,wise,NAM,1,1046,13,0.367,29,0,1227,1,1,1,1707,0.693,0,SUCCESS
90.66,wise,SSA,1,671,8,0.044,317,0,837,1,1,1,539,0.837,0,SUCCESS
175.45,payoneer,SA,1,127,3,0.019,179,0,792,1,0,1,930,0.964,0,SUCCESS
222.49,wise,LATAM,0,2267,25,0.069,75,1,1340,1,0,1,642,0.805,0,SUCCESS
189.05,wise,SEA,1,1069,9,0.008,231,0,1414,1,0,1,84,0.93,0,SUCCESS
170.42,dlb_bank,NAM,0,563,3,0.115,70,0,1267,1,0,1,1166,0.949,0,SUCCESS
657.04,thunes_wallet,SEA,1,1199,18,0.016,243,1,473,1,1,1,602,0.85,0,SUCCESS
50.19,dlb_bank,SSA,1,1199,11,0.111,107,0,211,0,0,0,1684,0.912,0,FAIL_MOP
62.32,paypal,SEA,0,1573,24,0.071,39,1,1149,1,0,1,377,0.681,1,SUCCESS
282.27,wise,SEA,0,803,7,0.273,51,0,1359,1,0,1,1165,0.917,0,SUCCESS
134.03,wise,SEA,0,2258,31,0.055,339,1,471,1,0,1,1592,0.901,0,SUCCESS
452.94,payoneer,NAM,1,1532,19,0.073,163,1,568,0,0,0,1929,0.851,0,FAIL_BANK_VALIDATION
177.25,ach,MENA,1,812,4,0.123,4,0,1306,1,0,1,699,0.81,0,SUCCESS
559.67,dlb_bank,NAM,0,2066,19,0.058,27,1,190,1,0,1,2121,0.759,0,SUCCESS
214.19,wise,EU,1,1466,17,0.026,172,1,102,1,1,1,925,0.871,0,SUCCESS
529.4,wire,EU,1,231,1,0.264,335,0,1192,1,0,1,1713,0.95,0,FAIL_MOP
592.39,ach,SSA,1,662,9,0.146,74,0,425,1,0,1,1571,0.926,0,SUCCESS
165.13,wise,SSA,0,1688,18,0.062,5,1,812,0,0,1,1622,0.941,0,SUCCESS
390.06,wise,SA,0,979,15,0.193,389,0,324,1,0,1,1198,0.887,0,SUCCESS
388.96,paypal,NAM,1,8,0,0.223,181,0,437,1,0,1,1826,0.864,0,SUCCESS
342.02,dlb_bank,NAM,0,585,8,0.108,23,0,395,1,0,1,2039,0.967,0,SUCCESS
1004.05,dlb_bank,EU,0,2194,23,0.166,103,1,1040,1,0,1,242,0.748,0,FAIL_AMOUNT_LIMIT
343.23,thunes_wallet,SEA,0,1882,27,0.071,143,1,512,1,0,1,672,0.922,0,SUCCESS
104.19,thunes_wallet,LATAM,1,802,6,0.292,176,0,665,1,0,1,835,0.848,0,FAIL_BANK_VALIDATION
255.48,thunes_wallet,LATAM,1,888,13,0.029,253,0,294,1,0,1,1147,0.899,0,SUCCESS
75.12,paypal,SEA,1,1754,22,0.215,26,1,196,0,0,1,354,0.918,0,FAIL_MOP
309.77,ach,SSA,1,2318,33,0.02,324,1,947,1,0,1,1534,0.713,0,SUCCESS
94.61,wise,EU,1,389,7,0.181,327,0,1026,1,0,1,733,0.784,0,SUCCESS
481.98,wise,NAM,0,647,4,0.055,282,0,1365,1,0,1,974,0.784,0,SUCCESS
422.28,paypal,LATAM,1,475,4,0.107,372,0,145,1,0,0,345,0.896,0,FAIL_BANK_VALIDATION
361.07,dlb_bank,SEA,1,1305,17,0.07,378,1,75,1,1,0,703,0.954,0,SUCCESS
180.66,ach,SSA,1,1247,16,0.177,19,1,372,1,0,1,244,0.674,1,SUCCESS
85.16,payoneer,NAM,0,961,11,0.112,122,0,1043,1,0,1,126,0.707,1,FAIL_NAME_MISMATCH
281.62,paypal,LATAM,1,711,7,0.125,308,0,1045,1,0,1,580,0.918,0,SUCCESS
